CiD,State,MM,YYYY,DD,T,CT,BusI,RTruckI,ATruckI,SLimit,RoadU,G,A
19946046,TAS,October,1994,Sunday,12:34,Single vehicle,No,-9,No,100,Driver,Female,23
19946050,TAS,October,1994,Wednesday,11:50,Multiple vehicle,No,-9,No,60,Driver,Male,82
19946052,TAS,October,1994,Thursday,12:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,18
19947018,NT,October,1994,Tuesday,21:45,Pedestrian,No,-9,No,80,Pedestrian,Male,19
19948006,ACT,October,1994,Friday,17:03,Pedestrian,No,-9,No,-9,Pedestrian,Female,44
19941020,NSW,September,1994,Friday,0:56,Single vehicle,No,-9,No,60,Motorcycle rider,Male,23
19941034,NSW,September,1994,Wednesday,7:45,Multiple vehicle,No,-9,No,90,Driver,Female,22
19941034,NSW,September,1994,Wednesday,7:45,Multiple vehicle,No,-9,No,90,Driver,Male,43
19941064,NSW,September,1994,Monday,7:30,Multiple vehicle,No,-9,No,100,Driver,Male,40
19941069,NSW,September,1994,Sunday,0:25,Single vehicle,No,-9,No,60,Passenger,Male,17
19941073,NSW,September,1994,Wednesday,20:30,Single vehicle,No,-9,No,100,Driver,Male,46
19941076,NSW,September,1994,Saturday,18:50,Pedestrian,No,-9,No,60,Pedestrian,Male,18
19941100,NSW,September,1994,Wednesday,11:15,Pedestrian,Yes,-9,No,60,Pedestrian,Male,74
19941107,NSW,September,1994,Monday,19:05,Single vehicle,No,-9,No,80,Driver,Male,22
19941107,NSW,September,1994,Monday,19:05,Single vehicle,No,-9,No,80,Passenger,Male,15
19941121,NSW,September,1994,Monday,17:05,Multiple vehicle,No,-9,No,60,Passenger,Female,79
19941121,NSW,September,1994,Monday,17:05,Multiple vehicle,No,-9,No,60,Driver,Male,88
19941134,NSW,September,1994,Friday,3:40,Single vehicle,No,-9,No,100,Driver,Male,18
19941142,NSW,September,1994,Monday,5:20,Single vehicle,No,-9,No,100,Passenger,Female,49
19941156,NSW,September,1994,Tuesday,14:45,Multiple vehicle,No,-9,No,100,Passenger,Female,73
19941195,NSW,September,1994,Saturday,16:13,Pedestrian,No,-9,No,60,Pedestrian,Male,13
19941212,NSW,September,1994,Monday,21:30,Single vehicle,No,-9,No,100,Driver,Male,20
19941212,NSW,September,1994,Monday,21:30,Single vehicle,No,-9,No,100,Passenger,Male,18
19941212,NSW,September,1994,Monday,21:30,Single vehicle,No,-9,No,100,Passenger,Female,17
19941226,NSW,September,1994,Sunday,21:00,Multiple vehicle,No,-9,No,60,Passenger,Female,45
19941226,NSW,September,1994,Sunday,21:00,Multiple vehicle,No,-9,No,60,Passenger,Female,25
19941245,NSW,September,1994,Saturday,3:50,Multiple vehicle,No,-9,Yes,100,Driver,Male,19
19941245,NSW,September,1994,Saturday,3:50,Multiple vehicle,No,-9,Yes,100,Passenger,Male,17
19941245,NSW,September,1994,Saturday,3:50,Multiple vehicle,No,-9,Yes,100,Passenger,Male,16
19941248,NSW,September,1994,Friday,4:10,Pedestrian,No,-9,No,60,Pedestrian,Male,41
19941264,NSW,September,1994,Thursday,8:25,Single vehicle,No,-9,No,100,Passenger,Female,72
19941306,NSW,September,1994,Monday,19:40,Pedestrian,No,-9,No,60,Pedestrian,Male,78
19941317,NSW,September,1994,Saturday,23:40,Pedestrian,No,-9,No,60,Pedestrian,Male,16
19941322,NSW,September,1994,Saturday,1:55,Single vehicle,No,-9,No,60,Motorcycle rider,Male,21
19941333,NSW,September,1994,Thursday,3:30,Pedestrian,No,-9,Yes,90,Pedestrian,Male,38
19941349,NSW,September,1994,Thursday,17:25,Pedestrian,No,-9,No,60,Pedestrian,Male,14
19941379,NSW,September,1994,Saturday,0:15,Single vehicle,No,-9,No,100,Motorcycle rider,Male,32
19941380,NSW,September,1994,Sunday,0:01,Multiple vehicle,No,-9,No,100,Motorcycle rider,Male,38
19941381,NSW,September,1994,Monday,4:00,Single vehicle,No,-9,No,60,Passenger,Male,22
19941400,NSW,September,1994,Friday,18:45,Pedestrian,No,-9,No,60,Pedestrian,Male,61
19941401,NSW,September,1994,Friday,17:25,Pedestrian,No,-9,No,60,Pedestrian,Male,5
19941416,NSW,September,1994,Wednesday,6:20,Multiple vehicle,No,-9,No,70,Driver,Male,23
19941416,NSW,September,1994,Wednesday,6:20,Multiple vehicle,No,-9,No,70,Driver,Female,25
19941457,NSW,September,1994,Friday,18:00,Pedestrian,No,-9,No,80,Pedestrian,Male,38
19941475,NSW,September,1994,Wednesday,20:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,44
19941504,NSW,September,1994,Sunday,15:20,Multiple vehicle,No,-9,No,100,Driver,Female,50
19941537,NSW,September,1994,Sunday,13:45,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,46
19941547,NSW,September,1994,Saturday,18:05,Pedestrian,No,-9,No,80,Pedestrian,Male,59
19942004,VIC,September,1994,Friday,22:38,Single vehicle,No,-9,No,80,Driver,Male,32
19942008,VIC,September,1994,Saturday,19:15,Multiple vehicle,No,-9,No,60,Passenger,Female,5
19942015,VIC,September,1994,Tuesday,11:15,Multiple vehicle,No,-9,Yes,100,Driver,Male,33
19942025,VIC,September,1994,Saturday,23:30,Multiple vehicle,No,-9,No,110,Driver,Female,54
19942036,VIC,September,1994,Tuesday,17:30,Pedestrian,No,-9,No,60,Pedestrian,Male,68
19942070,VIC,September,1994,Sunday,19:30,Multiple vehicle,No,-9,Yes,80,Driver,Male,28
19942086,VIC,September,1994,Monday,8:00,Multiple vehicle,No,-9,No,100,Driver,Male,22
19942104,VIC,September,1994,Sunday,20:15,Single vehicle,No,-9,No,60,Passenger,Male,22
19942116,VIC,September,1994,Sunday,10:45,Multiple vehicle,No,-9,No,100,Driver,Female,40
19942118,VIC,September,1994,Wednesday,15:50,Single vehicle,No,-9,Yes,100,Passenger,Female,47
19942169,VIC,September,1994,Sunday,16:45,Multiple vehicle,No,-9,No,80,Passenger,Female,0
19942169,VIC,September,1994,Sunday,16:45,Multiple vehicle,No,-9,No,80,Driver,Female,29
19942177,VIC,September,1994,Sunday,20:00,Single vehicle,No,-9,No,100,Motorcycle rider,Male,16
19942221,VIC,September,1994,Thursday,17:00,Pedestrian,No,-9,No,60,Pedestrian,Male,52
19942298,VIC,September,1994,Friday,14:45,Multiple vehicle,No,-9,No,100,Driver,Male,21
19942306,VIC,September,1994,Sunday,14:28,Single vehicle,No,-9,Yes,100,Passenger,Female,27
19942342,VIC,September,1994,Monday,4:15,Multiple vehicle,No,-9,Yes,100,Passenger,Male,40
19943019,QLD,September,1994,Friday,10:00,Multiple vehicle,No,-9,No,110,Driver,Male,40
19943021,QLD,September,1994,Friday,16:00,Pedestrian,No,-9,No,60,Pedestrian,Male,52
19943022,QLD,September,1994,Monday,4:00,Single vehicle,No,-9,No,100,Driver,Female,21
19943025,QLD,September,1994,Wednesday,14:00,Multiple vehicle,No,-9,Yes,60,Driver,Male,64
19943053,QLD,September,1994,Monday,2:00,Single vehicle,No,-9,No,60,Driver,Male,20
19943091,QLD,September,1994,Monday,19:00,Single vehicle,No,-9,No,80,Driver,Male,77
19943099,QLD,September,1994,Friday,8:00,Single vehicle,No,-9,No,100,Passenger,Male,47
19943106,QLD,September,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,100,Driver,Female,17
19943111,QLD,September,1994,Friday,9:00,Multiple vehicle,No,-9,Yes,60,Driver,Male,50
19943119,QLD,September,1994,Saturday,4:00,Single vehicle,No,-9,No,80,Driver,Female,17
19943121,QLD,September,1994,Thursday,9:00,Multiple vehicle,No,-9,No,80,Motorcycle rider,Male,30
19943142,QLD,September,1994,Wednesday,2:00,Single vehicle,No,-9,No,60,Passenger,Male,16
19943149,QLD,September,1994,Friday,23:00,Pedestrian,No,-9,No,60,Pedestrian,Female,29
19943153,QLD,September,1994,Sunday,2:00,Pedestrian,No,-9,No,60,Pedestrian,Male,45
19943154,QLD,September,1994,Wednesday,13:00,Multiple vehicle,No,-9,No,100,Driver,Male,51
19943157,QLD,September,1994,Tuesday,19:00,Single vehicle,No,-9,No,100,Driver,Male,46
19943190,QLD,September,1994,Sunday,2:00,Pedestrian,No,-9,No,60,Pedestrian,Male,28
19943198,QLD,September,1994,Sunday,21:00,Single vehicle,No,-9,No,100,Driver,Male,19
19943226,QLD,September,1994,Sunday,10:00,Pedestrian,No,-9,No,60,Pedestrian,Female,67
19943241,QLD,September,1994,Saturday,17:00,Multiple vehicle,No,-9,Yes,60,Driver,Male,27
19943256,QLD,September,1994,Sunday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,68
19943277,QLD,September,1994,Saturday,10:00,Single vehicle,No,-9,No,80,Passenger,Female,74
19943280,QLD,September,1994,Saturday,2:00,Single vehicle,No,-9,No,60,Driver,Male,19
19943288,QLD,September,1994,Friday,20:00,Single vehicle,No,-9,No,100,Driver,Male,53
19943299,QLD,September,1994,Wednesday,17:00,Multiple vehicle,No,-9,No,80,Driver,Male,40
19943313,QLD,September,1994,Friday,14:00,Pedestrian,No,-9,No,60,Pedestrian,Male,9
19943316,QLD,September,1994,Saturday,22:00,Single vehicle,No,-9,No,60,Motorcycle rider,Male,19
19943320,QLD,September,1994,Saturday,21:00,Single vehicle,No,-9,No,100,Driver,Male,34
19943337,QLD,September,1994,Tuesday,5:00,Single vehicle,No,-9,No,100,Driver,Female,28
19943337,QLD,September,1994,Tuesday,5:00,Single vehicle,No,-9,No,100,Passenger,Male,38
19943348,QLD,September,1994,Thursday,3:00,Single vehicle,No,-9,No,60,Driver,Male,20
19943348,QLD,September,1994,Thursday,3:00,Single vehicle,No,-9,No,60,Passenger,Female,20
19944010,SA,September,1994,Wednesday,13:15,Single vehicle,No,-9,No,110,Driver,Male,66
19944013,SA,September,1994,Tuesday,13:40,Multiple vehicle,No,-9,Yes,60,Passenger,Female,77
19944015,SA,September,1994,Friday,17:00,Single vehicle,No,-9,No,110,Passenger,Female,33
19944025,SA,September,1994,Friday,17:05,Pedestrian,No,-9,No,60,Pedestrian,Male,84
19944029,SA,September,1994,Friday,23:30,Single vehicle,No,-9,No,110,Driver,Male,22
19944042,SA,September,1994,Monday,16:15,Multiple vehicle,No,-9,No,110,Driver,Male,21
19944050,SA,September,1994,Thursday,15:30,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Female,8
19944052,SA,September,1994,Thursday,15:15,Pedestrian,No,-9,No,60,Pedestrian,Male,35
19944059,SA,September,1994,Thursday,19:20,Pedestrian,No,-9,No,60,Pedestrian,Male,5
19944088,SA,September,1994,Thursday,1:30,Single vehicle,No,-9,No,110,Passenger,Male,17
19944091,SA,September,1994,Wednesday,12:40,Multiple vehicle,No,-9,Yes,110,Driver,Male,45
19944095,SA,September,1994,Saturday,22:50,Single vehicle,No,-9,No,80,Passenger,Male,15
19944097,SA,September,1994,Tuesday,23:40,Single vehicle,No,-9,No,60,Motorcycle rider,Male,33
19944131,SA,September,1994,Saturday,18:43,Multiple vehicle,No,-9,No,60,Driver,Male,30
19944134,SA,September,1994,Sunday,8:55,Multiple vehicle,No,-9,Yes,110,Driver,Female,50
19945025,WA,September,1994,Saturday,21:00,Multiple vehicle,No,-9,No,60,Driver,Male,21
19945027,WA,September,1994,Friday,18:45,Pedestrian,No,-9,Yes,110,Pedestrian,Male,62
19945032,WA,September,1994,Tuesday,11:54,Multiple vehicle,No,-9,Yes,60,Driver,Male,83
19945032,WA,September,1994,Tuesday,11:54,Multiple vehicle,No,-9,Yes,60,Passenger,Female,84
19945051,WA,September,1994,Friday,18:30,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,21
19945054,WA,September,1994,Saturday,6:00,Single vehicle,No,-9,No,110,Driver,Female,36
19945055,WA,September,1994,Friday,13:30,Multiple vehicle,No,-9,No,60,Driver,Male,46
19945057,WA,September,1994,Saturday,14:50,Multiple vehicle,No,-9,No,60,Driver,Female,71
19945058,WA,September,1994,Friday,23:45,Single vehicle,No,-9,No,60,Passenger,Female,16
19945061,WA,September,1994,Wednesday,11:45,Single vehicle,No,-9,No,110,Passenger,Female,3
19945070,WA,September,1994,Wednesday,21:45,Single vehicle,No,-9,No,110,Passenger,Female,18
19945081,WA,September,1994,Thursday,15:45,Multiple vehicle,No,-9,No,110,Driver,Male,36
19945095,WA,September,1994,Sunday,5:10,Single vehicle,No,-9,No,110,Driver,Male,26
19945104,WA,September,1994,Wednesday,23:30,Single vehicle,No,-9,No,70,Driver,Male,41
19945120,WA,September,1994,Monday,17:15,Pedestrian,No,-9,No,60,Pedestrian,Male,12
19945121,WA,September,1994,Saturday,3:30,Pedestrian,No,-9,No,60,Pedestrian,Male,18
19945143,WA,September,1994,Tuesday,13:15,Pedestrian,No,-9,No,60,Pedestrian,Male,73
19945146,WA,September,1994,Wednesday,11:50,Multiple vehicle,No,-9,Yes,90,Driver,Female,70
19945147,WA,September,1994,Saturday,14:00,Single vehicle,No,-9,No,110,Driver,Male,45
19945170,WA,September,1994,Monday,23:00,Multiple vehicle,No,-9,Yes,110,Driver,Male,65
19945171,WA,September,1994,Thursday,16:13,Pedestrian,No,-9,No,80,Pedestrian,Male,13
19945174,WA,September,1994,Sunday,13:40,Pedestrian,No,-9,No,110,Pedestrian,Female,24
19945177,WA,September,1994,Tuesday,9:30,Multiple vehicle,No,-9,No,110,Motorcycle rider,Male,39
19945188,WA,September,1994,Wednesday,20:05,Single vehicle,No,-9,No,110,Driver,Male,24
19945191,WA,September,1994,Thursday,15:40,Single vehicle,No,-9,No,110,Driver,Male,71
19946010,TAS,September,1994,Thursday,23:55,Single vehicle,No,-9,No,100,Driver,Female,20
19946034,TAS,September,1994,Thursday,12:57,Multiple vehicle,No,-9,No,110,Passenger,Female,15
19946034,TAS,September,1994,Thursday,12:57,Multiple vehicle,No,-9,No,110,Passenger,Female,74
19946043,TAS,September,1994,Sunday,23:00,Single vehicle,No,-9,No,100,Driver,Male,36
19946047,TAS,September,1994,Friday,21:25,Multiple vehicle,No,-9,No,80,Passenger,Female,17
19947007,NT,September,1994,Sunday,7:30,Single vehicle,No,-9,No,900,Driver,Male,41
19947016,NT,September,1994,Saturday,11:45,Single vehicle,No,-9,No,900,Driver,Male,28
19948001,ACT,September,1994,Tuesday,14:00,Multiple vehicle,No,-9,No,-9,Driver,Male,76
19948007,ACT,September,1994,Friday,18:13,Pedestrian,No,-9,No,-9,Pedestrian,Female,82
19941004,NSW,August,1994,Monday,4:15,Pedestrian,No,-9,No,100,Pedestrian,Male,21
19941026,NSW,August,1994,Thursday,7:15,Single vehicle,No,-9,No,100,Passenger,Male,28
19941041,NSW,August,1994,Monday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,79
19941047,NSW,August,1994,Thursday,1:56,Multiple vehicle,No,-9,No,60,Driver,Male,60
19941071,NSW,August,1994,Saturday,18:25,Pedestrian,No,-9,No,100,Pedestrian,Male,21
19941116,NSW,August,1994,Saturday,17:20,Pedestrian,No,-9,No,60,Pedestrian,Female,1
19941117,NSW,August,1994,Saturday,2:10,Single vehicle,No,-9,No,100,Driver,Male,16
19941139,NSW,August,1994,Wednesday,23:00,Single vehicle,No,-9,No,100,Driver,Male,47
19941144,NSW,August,1994,Saturday,23:00,Multiple vehicle,Yes,-9,No,60,Driver,Female,50
19941173,NSW,August,1994,Monday,20:55,Multiple vehicle,No,-9,No,60,Passenger,Male,22
19941190,NSW,August,1994,Saturday,16:15,Single vehicle,No,-9,No,100,Motorcycle rider,Male,15
19941192,NSW,August,1994,Friday,6:35,Single vehicle,No,-9,No,60,Passenger,Male,38
19941199,NSW,August,1994,Wednesday,15:15,Multiple vehicle,No,-9,No,100,Bicyclist (includes pillion passengers),Male,11
19941216,NSW,August,1994,Saturday,13:45,Multiple vehicle,No,-9,No,100,Passenger,Male,11
19941221,NSW,August,1994,Wednesday,15:30,Single vehicle,No,-9,Yes,100,Driver,Male,22
19941230,NSW,August,1994,Wednesday,15:10,Pedestrian,No,-9,No,60,Pedestrian,Female,7
19941236,NSW,August,1994,Monday,16:55,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,22
19941238,NSW,August,1994,Friday,8:55,Pedestrian,No,-9,No,60,Pedestrian,Female,61
19941240,NSW,August,1994,Tuesday,14:45,Single vehicle,No,-9,No,60,Motorcycle rider,Male,21
19941274,NSW,August,1994,Sunday,16:20,Multiple vehicle,No,-9,Yes,80,Bicyclist (includes pillion passengers),Male,56
19941275,NSW,August,1994,Friday,6:35,Multiple vehicle,No,-9,No,100,Driver,Male,33
19941313,NSW,August,1994,Sunday,0:01,Single vehicle,No,-9,No,100,Driver,Male,19
19941329,NSW,August,1994,Wednesday,8:05,Pedestrian,No,-9,No,100,Pedestrian,Male,74
19941331,NSW,August,1994,Sunday,5:45,Single vehicle,No,-9,No,60,Driver,Male,34
19941354,NSW,August,1994,Saturday,20:00,Multiple vehicle,No,-9,No,70,Bicyclist (includes pillion passengers),Male,35
19941366,NSW,August,1994,Friday,4:30,Single vehicle,No,-9,No,60,Passenger,Female,19
19941373,NSW,August,1994,Saturday,8:15,Multiple vehicle,No,-9,No,110,Driver,Male,48
19941375,NSW,August,1994,Wednesday,10:35,Pedestrian,No,-9,Yes,90,Pedestrian,Male,45
19941417,NSW,August,1994,Saturday,18:50,Pedestrian,No,-9,No,60,Pedestrian,Male,61
19941424,NSW,August,1994,Sunday,4:30,Single vehicle,No,-9,No,60,Passenger,Female,18
19941424,NSW,August,1994,Sunday,4:30,Single vehicle,No,-9,No,60,Passenger,Male,26
19941433,NSW,August,1994,Saturday,0:35,Single vehicle,No,-9,No,60,Driver,Male,42
19941466,NSW,August,1994,Wednesday,15:50,Single vehicle,No,-9,No,110,Passenger,Female,65
19941481,NSW,August,1994,Saturday,17:30,Multiple vehicle,No,-9,No,60,Driver,Female,50
19941487,NSW,August,1994,Friday,19:40,Single vehicle,No,-9,No,60,Passenger,Male,29
19941536,NSW,August,1994,Monday,14:20,Multiple vehicle,No,-9,No,100,Passenger,Male,29
19941536,NSW,August,1994,Monday,14:20,Multiple vehicle,No,-9,No,100,Motorcycle rider,Male,36
19941550,NSW,August,1994,Sunday,0:30,Single vehicle,No,-9,No,100,Driver,Female,43
19942007,VIC,August,1994,Sunday,14:25,Multiple vehicle,No,-9,No,100,Passenger,Female,57
19942016,VIC,August,1994,Friday,16:55,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,21
19942047,VIC,August,1994,Saturday,10:45,Single vehicle,No,-9,No,100,Driver,Female,73
19942058,VIC,August,1994,Wednesday,19:05,Pedestrian,No,-9,No,60,Pedestrian,Male,63
19942063,VIC,August,1994,Friday,8:15,Pedestrian,Yes,-9,No,60,Pedestrian,Male,71
19942074,VIC,August,1994,Monday,15:20,Multiple vehicle,No,-9,No,60,Passenger,Female,89
19942085,VIC,August,1994,Monday,3:15,Single vehicle,No,-9,No,60,Driver,Male,28
19942088,VIC,August,1994,Sunday,7:10,Multiple vehicle,No,-9,Yes,100,Driver,Male,20
19942089,VIC,August,1994,Wednesday,13:20,Pedestrian,No,-9,No,-9,Pedestrian,Male,70
19942094,VIC,August,1994,Sunday,11:50,Multiple vehicle,No,-9,No,100,Driver,Male,91
19942107,VIC,August,1994,Sunday,4:10,Pedestrian,No,-9,No,100,Pedestrian,Male,22
19942108,VIC,August,1994,Friday,15:40,Pedestrian,No,-9,No,70,Pedestrian,Female,79
19942114,VIC,August,1994,Friday,18:30,Pedestrian,No,-9,No,100,Pedestrian,Male,21
19942127,VIC,August,1994,Saturday,6:35,Single vehicle,No,-9,No,100,Driver,Male,37
19942139,VIC,August,1994,Friday,15:10,Multiple vehicle,No,-9,No,100,Driver,Male,22
19942141,VIC,August,1994,Wednesday,7:30,Pedestrian,No,-9,No,60,Pedestrian,Female,67
19942181,VIC,August,1994,Sunday,10:25,Multiple vehicle,No,-9,No,100,Driver,Male,73
19942181,VIC,August,1994,Sunday,10:25,Multiple vehicle,No,-9,No,100,Passenger,Female,40
19942200,VIC,August,1994,Sunday,1:30,Multiple vehicle,No,-9,No,80,Passenger,Female,29
19942200,VIC,August,1994,Sunday,1:30,Multiple vehicle,No,-9,No,80,Passenger,Female,39
19942200,VIC,August,1994,Sunday,1:30,Multiple vehicle,No,-9,No,80,Passenger,Male,37
19942200,VIC,August,1994,Sunday,1:30,Multiple vehicle,No,-9,No,80,Driver,Male,38
19942207,VIC,August,1994,Monday,18:15,Pedestrian,No,-9,No,60,Pedestrian,Female,65
19942207,VIC,August,1994,Monday,18:15,Pedestrian,No,-9,No,60,Pedestrian,Male,72
19942225,VIC,August,1994,Saturday,13:00,Single vehicle,No,-9,No,110,Passenger,Female,23
19942247,VIC,August,1994,Sunday,22:10,Pedestrian,No,-9,No,60,Pedestrian,Female,27
19942255,VIC,August,1994,Saturday,23:41,Multiple vehicle,No,-9,No,80,Motorcycle rider,Male,26
19942257,VIC,August,1994,Monday,14:20,Multiple vehicle,No,-9,Yes,100,Driver,Male,25
19942269,VIC,August,1994,Saturday,21:00,Pedestrian,No,-9,No,60,Pedestrian,Male,66
19942283,VIC,August,1994,Saturday,20:13,Multiple vehicle,No,-9,Yes,60,Driver,Male,77
19942285,VIC,August,1994,Sunday,20:06,Multiple vehicle,No,-9,No,100,Driver,Male,19
19942292,VIC,August,1994,Sunday,6:45,Single vehicle,No,-9,No,80,Driver,Male,34
19942303,VIC,August,1994,Tuesday,16:50,Pedestrian,No,-9,No,60,Pedestrian,Male,8
19942319,VIC,August,1994,Friday,17:13,Multiple vehicle,No,-9,No,100,Motorcycle rider,Male,21
19942322,VIC,August,1994,Wednesday,14:05,Multiple vehicle,No,-9,No,60,Passenger,Female,62
19942322,VIC,August,1994,Wednesday,14:05,Multiple vehicle,No,-9,No,60,Driver,Male,61
19942336,VIC,August,1994,Sunday,21:00,Pedestrian,No,-9,No,100,Pedestrian,Male,28
19943013,QLD,August,1994,Sunday,17:00,Single vehicle,No,-9,No,100,Driver,Male,38
19943013,QLD,August,1994,Sunday,17:00,Single vehicle,No,-9,No,100,Passenger,Male,11
19943013,QLD,August,1994,Sunday,17:00,Single vehicle,No,-9,No,100,Passenger,Female,34
19943039,QLD,August,1994,Sunday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,45
19943045,QLD,August,1994,Thursday,8:00,Multiple vehicle,No,-9,No,60,Driver,Male,45
19943045,QLD,August,1994,Thursday,8:00,Multiple vehicle,No,-9,No,60,Driver,Female,48
19943067,QLD,August,1994,Monday,9:00,Single vehicle,No,-9,No,100,Driver,Male,79
19943087,QLD,August,1994,Sunday,10:00,Multiple vehicle,No,-9,No,100,Driver,Female,18
19943104,QLD,August,1994,Tuesday,14:00,Single vehicle,No,-9,No,60,Motorcycle rider,Male,73
19943112,QLD,August,1994,Thursday,14:00,Multiple vehicle,No,-9,No,100,Driver,Male,80
19943123,QLD,August,1994,Thursday,10:00,Pedestrian,No,-9,No,60,Pedestrian,Female,48
19943129,QLD,August,1994,Friday,9:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,33
19943138,QLD,August,1994,Saturday,15:00,Single vehicle,No,-9,No,80,Motorcycle rider,Male,25
19943145,QLD,August,1994,Thursday,14:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,23
19943147,QLD,August,1994,Wednesday,7:00,Pedestrian,No,-9,No,100,Pedestrian,Male,24
19943161,QLD,August,1994,Friday,20:00,Multiple vehicle,No,-9,Yes,100,Driver,Male,30
19943173,QLD,August,1994,Thursday,3:00,Single vehicle,No,-9,No,60,Passenger,Male,18
19943183,QLD,August,1994,Monday,13:00,Multiple vehicle,No,-9,Yes,100,Driver,Male,62
19943211,QLD,August,1994,Saturday,13:00,Pedestrian,No,-9,No,100,Pedestrian,Male,82
19943214,QLD,August,1994,Wednesday,14:00,Single vehicle,No,-9,No,100,Passenger,Female,59
19943223,QLD,August,1994,Monday,7:00,Pedestrian,Yes,-9,No,60,Pedestrian,Male,69
19943224,QLD,August,1994,Friday,18:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,33
19943245,QLD,August,1994,Friday,0:00,Single vehicle,No,-9,No,60,Driver,Male,22
19943248,QLD,August,1994,Sunday,17:00,Multiple vehicle,No,-9,No,100,Passenger,Female,3
19943257,QLD,August,1994,Saturday,1:00,Single vehicle,No,-9,No,100,Driver,Female,33
19943261,QLD,August,1994,Saturday,23:00,Single vehicle,No,-9,No,100,Driver,Male,26
19943270,QLD,August,1994,Tuesday,17:00,Multiple vehicle,No,-9,Yes,100,Driver,Female,19
19943285,QLD,August,1994,Sunday,7:00,Multiple vehicle,No,-9,No,100,Passenger,Male,54
19943292,QLD,August,1994,Monday,16:00,Multiple vehicle,No,-9,No,80,Motorcycle rider,Male,36
19943297,QLD,August,1994,Sunday,3:00,Single vehicle,No,-9,No,100,Driver,Male,28
19943314,QLD,August,1994,Thursday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,40
19943330,QLD,August,1994,Thursday,16:00,Multiple vehicle,No,-9,No,60,Driver,Female,65
19943344,QLD,August,1994,Tuesday,17:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,39
19943359,QLD,August,1994,Sunday,19:00,Single vehicle,No,-9,No,60,Motorcycle rider,Male,30
19944024,SA,August,1994,Tuesday,5:35,Single vehicle,No,-9,No,110,Motorcycle rider,Male,32
19944035,SA,August,1994,Sunday,5:20,Single vehicle,No,-9,No,110,Driver,Male,34
19944040,SA,August,1994,Wednesday,19:35,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,46
19944057,SA,August,1994,Friday,18:40,Single vehicle,No,-9,No,110,Driver,Male,22
19944058,SA,August,1994,Friday,15:15,Pedestrian,No,-9,No,60,Pedestrian,Male,5
19944072,SA,August,1994,Monday,15:15,Single vehicle,No,-9,No,100,Driver,Male,66
19944102,SA,August,1994,Friday,20:25,Single vehicle,No,-9,No,60,Passenger,Male,75
19944132,SA,August,1994,Sunday,3:15,Pedestrian,No,-9,No,60,Pedestrian,Male,32
19944138,SA,August,1994,Sunday,18:25,Pedestrian,No,-9,No,60,Pedestrian,Male,69
19945004,WA,August,1994,Sunday,7:35,Single vehicle,No,-9,No,60,Driver,Female,17
19945019,WA,August,1994,Friday,14:10,Pedestrian,No,-9,No,30,Pedestrian,Female,27
19945037,WA,August,1994,Monday,8:45,Pedestrian,No,-9,No,60,Pedestrian,Male,59
19945078,WA,August,1994,Sunday,2:45,Single vehicle,No,-9,No,60,Driver,Male,23
19945080,WA,August,1994,Saturday,23:58,Single vehicle,No,-9,No,60,Passenger,Male,19
19945082,WA,August,1994,Tuesday,6:45,Pedestrian,No,-9,No,70,Pedestrian,Female,34
19945083,WA,August,1994,Friday,23:55,Multiple vehicle,No,-9,No,110,Driver,Male,35
19945083,WA,August,1994,Friday,23:55,Multiple vehicle,No,-9,No,110,Driver,Male,17
19945091,WA,August,1994,Sunday,2:10,Single vehicle,No,-9,No,60,Passenger,Male,16
19945111,WA,August,1994,Saturday,18:25,Multiple vehicle,No,-9,No,60,Passenger,Female,43
19945114,WA,August,1994,Wednesday,15:50,Multiple vehicle,No,-9,Yes,60,Driver,Male,79
19945119,WA,August,1994,Sunday,12:50,Single vehicle,No,-9,No,110,Driver,Male,40
19945133,WA,August,1994,Sunday,19:50,Single vehicle,No,-9,No,110,Driver,Male,50
19945155,WA,August,1994,Sunday,15:00,Single vehicle,No,-9,No,110,Passenger,Female,32
19945163,WA,August,1994,Friday,14:50,Pedestrian,No,-9,No,60,Pedestrian,Female,75
19945180,WA,August,1994,Sunday,12:15,Multiple vehicle,No,-9,No,110,Motorcycle rider,Female,40
19945194,WA,August,1994,Sunday,1:15,Single vehicle,No,-9,No,60,Passenger,Male,53
19946002,TAS,August,1994,Thursday,18:45,Single vehicle,No,-9,No,100,Driver,Male,19
